index,ship_name,fandom,rpf,gender_combo,race_combo,orientation_combo,gen_ship,canon,canon_alignment,incest,country_of_origin,language,member_no,member_1,member_2,member_3,member_4
Danganronpa - Oma Kokichi x Saihara Shuichi,Oma Kokichi x Saihara Shuichi,Danganronpa,False,M / M,E Asian,bi,False,No,aligned,No,Japan,Japanese,2,Oma Kokichi,Saihara Shuichi,,
Descendants - Evie x Mal,Evie x Mal,Descendants,False,F / F,Latin / White,str8,False,No,conflicted,No,USA,English,2,Evie,Mal,,
Detroit: Become Human - Connor (RK800) & Hank Anderson,Connor (RK800) & Hank Anderson,Detroit: Become Human,False,M / M,White,unspecified,True,gen ship,gen ship,gen ship,France / USA,English,2,Connor (RK800),Hank Anderson,,
Detroit: Become Human - Connor (RK800) x Hank Anderson,Connor (RK800) x Hank Anderson,Detroit: Become Human,False,M / M,White,unspecified,False,No,ambiguous,No,France / USA,English,2,Connor (RK800),Hank Anderson,,
Detroit: Become Human - Connor (RK900) x Gavin Reed,Connor (RK900) x Gavin Reed,Detroit: Become Human,False,M / M,White,unspecified,False,No,ambiguous,No,France / USA,English,2,Connor (RK900),Gavin Reed,,
Doctor Who Universe - Amy Pond x Rory Williams,Amy Pond x Rory Williams,Doctor Who Universe,False,F / M,White,str8,False,Yes,aligned,No,UK,English,2,Amy Pond,Rory Williams,,
Doctor Who Universe - Clara Oswin Oswald x The Twelfth Doctor,Clara Oswin Oswald x The Twelfth Doctor,Doctor Who Universe,False,F / M,White,str8,False,No,aligned,No,UK,English,2,Clara Oswin Oswald,The Twelfth Doctor,,
Doctor Who Universe - Ianto Jones x Jack Harkness,Ianto Jones x Jack Harkness,Doctor Who Universe,False,M / M,White,bi,False,Yes,aligned,No,UK,English,2,Ianto Jones,Jack Harkness,,
Doctor Who Universe - Jenny Flint x Madame Vastra,Jenny Flint x Madame Vastra,Doctor Who Universe,False,F / F,White / N.H.,gay,False,Yes,aligned,No,UK,English,2,Jenny Flint,Madame Vastra,,
Doctor Who Universe - River Song x The Doctor,River Song x The Doctor,Doctor Who Universe,False,F / Ambig,White / Ambig,bi / woman_attracted,False,Yes,conflicted,No,UK,English,2,River Song,The Doctor,,
Doctor Who Universe - River Song x The Eleventh Doctor,River Song x The Eleventh Doctor,Doctor Who Universe,False,F / M,White,bi / str8,False,Yes,aligned,No,UK,English,2,River Song,The Eleventh Doctor,,
Doctor Who Universe - Rose Tyler x The Tenth Doctor,Rose Tyler x The Tenth Doctor,Doctor Who Universe,False,F / M,White,str8,False,Yes,aligned,No,UK,English,2,Rose Tyler,The Tenth Doctor,,
Doctor Who Universe - The Thirteenth Doctor x Yasmin Khan,The Thirteenth Doctor x Yasmin Khan,Doctor Who Universe,False,F / F,White / S Asian,gay,False,One-sided,aligned,No,UK,English,2,The Thirteenth Doctor,Yasmin Khan,,
Drag - Brooke Lynn Hytes x Vanessa Vanjie Mateo,Brooke Lynn Hytes x Vanessa Vanjie Mateo,Drag,True,M | F | Other / M | F | Other,White / Latin,gay,False,Yes,aligned,No,USA,English,2,Brooke Lynn Hytes,Vanessa Vanjie Mateo,,
Drag - Katya Zamolodchikova x Trixie Mattel,Katya Zamolodchikova x Trixie Mattel,Drag,True,M | F | Other / M | F | Other,White / Am Ind,gay,False,No,aligned,No,USA,English,2,Katya Zamolodchikova,Trixie Mattel,,
Dragon Age - Alistair x Warden | Player Character,Alistair x Warden | Player Character,Dragon Age,False,M / Ambig,White / Ambig,str8 / bi,False,Yes,ambiguous,No,Canada,English,2,Alistair,Warden | Player Character,,
Dragon Age - Cullen Rutherford x Inquisitor | Player Character,Cullen Rutherford x Inquisitor | Player Character,Dragon Age,False,M / Ambig,White / Ambig,str8 / bi,False,Yes,ambiguous,No,Canada,English,2,Cullen Rutherford,Inquisitor | Player Character,,
Dragon Age - Dorian Pavus x Inquisitor | Player Character,Dorian Pavus x Inquisitor | Player Character,Dragon Age,False,M / Ambig,Asian (Multi) / Ambig,gay / bi,False,Yes,ambiguous,No,Canada,English,2,Dorian Pavus,Inquisitor | Player Character,,
Dragon Age - Dorian Pavus x Iron Bull,Dorian Pavus x Iron Bull,Dragon Age,False,M / M,Asian (Multi) / N.H.,gay / bi,False,Yes,aligned,No,Canada,English,2,Dorian Pavus,Iron Bull,,
Dragon Age - Fenris x Hawke | Player Character,Fenris x Hawke | Player Character,Dragon Age,False,M / Ambig,White / Ambig,bi,False,Yes,ambiguous,No,Canada,English,2,Fenris,Hawke | Player Character,,
Dragon Age - Hawke (Female) | Player Character x Isabela,Hawke (Female) | Player Character x Isabela,Dragon Age,False,F / F,Ambig,bi,False,Yes,aligned,No,Canada,English,2,Hawke (Female) | Player Character,Isabela,,
Dragon Age - Inquisitor (Female) | Player Character x Josephine Montilyet,Inquisitor (Female) | Player Character x Josephine Montilyet,Dragon Age,False,F / F,Ambig,bi,False,Yes,aligned,No,Canada,English,2,Inquisitor (Female) | Player Character,Josephine Montilyet,,
Dragon Age - Inquisitor (Female) | Player Character x Sera,Inquisitor (Female) | Player Character x Sera,Dragon Age,False,F / F,Ambig / White,bi / gay,False,Yes,aligned,No,Canada,English,2,Inquisitor (Female) | Player Character,Sera,,
Dragon Age - Inquisitor | Player Character x Solas,Inquisitor | Player Character x Solas,Dragon Age,False,Ambig / M,Ambig / White,bi / str8,False,Yes,ambiguous,No,Canada,English,2,Inquisitor | Player Character,Solas,,
Dragon Age - Leliana x Warden (Female) | Player Character,Leliana x Warden (Female) | Player Character,Dragon Age,False,F / F,White / Ambig,bi,False,Yes,aligned,No,Canada,English,2,Leliana,Warden (Female) | Player Character,,
Due South - Benton Fraser x Ray Kowalski,Benton Fraser x Ray Kowalski,Due South,False,M / M,White,str8,False,No,conflicted,No,Canada,English,2,Benton Fraser,Ray Kowalski,,
Due South - Benton Fraser x Ray Vecchio,Benton Fraser x Ray Vecchio,Due South,False,M / M,White,str8,False,No,conflicted,No,Canada,English,2,Benton Fraser,Ray Vecchio,,
EXO - Byun Baekhyun | Baekhyun x Park Chanyeol | Chanyeol,Byun Baekhyun | Baekhyun x Park Chanyeol | Chanyeol,EXO,True,M / M,E Asian,unspecified,False,No,ambiguous,No,South Korea,Korean,2,Byun Baekhyun | Baekhyun,Park Chanyeol | Chanyeol,,
EXO - Do Kyungsoo | D.O x Kim Jongin | Kai,Do Kyungsoo | D.O x Kim Jongin | Kai,EXO,True,M / M,E Asian,unspecified,False,No,ambiguous,No,South Korea,Korean,2,Do Kyungsoo | D.O,Kim Jongin | Kai,,
Emmerdale - Aaron Dingle x Robert Sugden,Aaron Dingle x Robert Sugden,Emmerdale,False,M / M,White,gay / bi,False,Yes,aligned,No,UK,English,2,Aaron Dingle,Robert Sugden,,
Emmerdale - Charity Dingle x Vanessa Woodfield,Charity Dingle x Vanessa Woodfield,Emmerdale,False,F / F,White,bi,False,Yes,aligned,No,UK,English,2,Charity Dingle,Vanessa Woodfield,,
Faking It - Amy Raudenfeld x Karma Ashcroft,Amy Raudenfeld x Karma Ashcroft,Faking It,False,F / F,White,bi,False,One-sided,aligned,No,USA,English,2,Amy Raudenfeld,Karma Ashcroft,,
Fall Out Boy - Patrick Stump x Pete Wentz,Patrick Stump x Pete Wentz,Fall Out Boy,True,M / M,White / Black (Multi),str8,False,No,conflicted,No,USA,English,2,Patrick Stump,Pete Wentz,,
Faraway Wanderers / Word of Honor | 天涯客 / 山河令 - Wen Kexing x Zhou Zishu,Wen Kexing x Zhou Zishu,Faraway Wanderers / Word of Honor | 天涯客 / 山河令,False,M / M,E Asian,gay,False,Yes,aligned,No,China,Chinese,2,Wen Kexing,Zhou Zishu,,
Fifth Harmony - Camila Cabello x Lauren Jauregui,Camila Cabello x Lauren Jauregui,Fifth Harmony,True,F / F,Latin,str8 / bi,False,No,conflicted,No,USA,English,2,Camila Cabello,Lauren Jauregui,,
Figure Skating - Hanyu Yuzuru x Jin Boyang,Hanyu Yuzuru x Jin Boyang,Figure Skating,True,M / M,E Asian,unspecified,False,No,ambiguous,No,China / Japan,English,2,Hanyu Yuzuru,Jin Boyang,,
Final Fantasy | ファイナルファンタジー - Lightning x Oerba-Yun Fang,Lightning x Oerba-Yun Fang,Final Fantasy | ファイナルファンタジー,False,F / F,White / E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Lightning,Oerba-Yun Fang,,
Final Fantasy | ファイナルファンタジー - Noctis Lucis Caelum x Prompto Argentum,Noctis Lucis Caelum x Prompto Argentum,Final Fantasy | ファイナルファンタジー,False,M / M,E Asian / White,str8,False,No,conflicted,No,Japan,Japanese,2,Noctis Lucis Caelum,Prompto Argentum,,
Fire Emblem | ファイアーエムブレム - Byleth Eisner | Player Character x Dimitri Alexandre Blaiddyd,Byleth Eisner | Player Character x Dimitri Alexandre Blaiddyd,Fire Emblem | ファイアーエムブレム,False,Ambig / M,MENA / White,bi / str8,False,Yes,ambiguous,No,Japan,Japanese,2,Byleth Eisner | Player Character,Dimitri Alexandre Blaiddyd,,
Fire Emblem | ファイアーエムブレム - Byleth Eisner | Player Character x Edelgard von Hresvelg,Byleth Eisner | Player Character x Edelgard von Hresvelg,Fire Emblem | ファイアーエムブレム,False,Ambig / F,MENA / White,bi,False,Yes,ambiguous,No,Japan,Japanese,2,Byleth Eisner | Player Character,Edelgard von Hresvelg,,
Fire Emblem | ファイアーエムブレム - Felix Hugo Fraldarius x Sylvain Jose Gautier,Felix Hugo Fraldarius x Sylvain Jose Gautier,Fire Emblem | ファイアーエムブレム,False,M / M,White,str8,False,No,conflicted,No,Japan,Japanese,2,Felix Hugo Fraldarius,Sylvain Jose Gautier,,
Formula 1 - Charles Leclerc x Max Verstappen,Charles Leclerc x Max Verstappen,Formula 1,True,M / M,Latin / White,str8,False,No,conflicted,No,Monaco / Netherlands,English,2,Charles Leclerc,Max Verstappen,,
Free! - Matsuoka Rin x Nanase Haruka,Matsuoka Rin x Nanase Haruka,Free!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Matsuoka Rin,Nanase Haruka,,
Free! - Nanase Haruka x Tachibana Makoto,Nanase Haruka x Tachibana Makoto,Free!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Nanase Haruka,Tachibana Makoto,,
Frozen - Anna x Elsa,Anna x Elsa,Frozen,False,F / F,Eu Ind (Multi),str8 / unspecified,False,No,conflicted,Yes,USA,English,2,Anna,Elsa,,
Genshin Impact | 原神 - Alatus | Xiao x Venti,Alatus | Xiao x Venti,Genshin Impact | 原神,False,M / M,E Asian / Ambig,unspecified,False,No,ambiguous,No,China,Chinese,2,Alatus | Xiao,Venti,,
Genshin Impact | 原神 - Albedo x Kaeya,Albedo x Kaeya,Genshin Impact | 原神,False,M / M,White / Ambig,unspecified,False,No,ambiguous,No,China,Chinese,2,Albedo,Kaeya,,
Genshin Impact | 原神 - Albedo x Traveler | Player Character,Albedo x Traveler | Player Character,Genshin Impact | 原神,False,M / Ambig,White,unspecified,False,No,ambiguous,No,China,Chinese,2,Albedo,Traveler | Player Character,,
Genshin Impact | 原神 - Alhaitham & Kaveh,Alhaitham & Kaveh,Genshin Impact | 原神,False,M / M,MENA,unspecified,True,gen ship,gen ship,gen ship,China,Chinese,2,Alhaitham,Kaveh,,
Genshin Impact | 原神 - Alhaitham x Kaveh,Alhaitham x Kaveh,Genshin Impact | 原神,False,M / M,MENA,unspecified,False,No,ambiguous,No,China,Chinese,2,Alhaitham,Kaveh,,
Genshin Impact | 原神 - Beidou x Ningguang,Beidou x Ningguang,Genshin Impact | 原神,False,F / F,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Beidou,Ningguang,,
Genshin Impact | 原神 - Cyno x Tighnari,Cyno x Tighnari,Genshin Impact | 原神,False,M / M,MENA,unspecified,False,No,ambiguous,No,China,Chinese,2,Cyno,Tighnari,,
Genshin Impact | 原神 - Diluc & Kaeya,Diluc & Kaeya,Genshin Impact | 原神,False,M / M,White / Ambig,unspecified,True,gen ship,gen ship,gen ship,China,Chinese,2,Diluc,Kaeya,,
Genshin Impact | 原神 - Diluc x Kaeya,Diluc x Kaeya,Genshin Impact | 原神,False,M / M,White / Ambig,unspecified,False,No,ambiguous,non-blood related,China,Chinese,2,Diluc,Kaeya,,
Genshin Impact | 原神 - Furina de Fontaine x Neuvillette,Furina de Fontaine x Neuvillette,Genshin Impact | 原神,False,F / M,White,unspecified,False,No,ambiguous,No,China,Chinese,2,Furina de Fontaine,Neuvillette,,
Genshin Impact | 原神 - Ganyu x Keqing,Ganyu x Keqing,Genshin Impact | 原神,False,F / F,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Ganyu,Keqing,,
Genshin Impact | 原神 - Jean x Lisa,Jean x Lisa,Genshin Impact | 原神,False,F / F,White,unspecified,False,No,ambiguous,No,China,Chinese,2,Jean,Lisa,,
Genshin Impact | 原神 - Kaedehara Kazuha x Scaramouche | The Balladeer,Kaedehara Kazuha x Scaramouche | The Balladeer,Genshin Impact | 原神,False,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Kaedehara Kazuha,Scaramouche | The Balladeer,,
Genshin Impact | 原神 - Kamisato Ayato x Thoma,Kamisato Ayato x Thoma,Genshin Impact | 原神,False,M / M,E Asian / E Asian (Multi),unspecified,False,No,ambiguous,No,China,Chinese,2,Kamisato Ayato,Thoma,,
Genshin Impact | 原神 - Neuvillette x Wriothesley,Neuvillette x Wriothesley,Genshin Impact | 原神,False,M / M,White / Ambig,unspecified,False,No,ambiguous,No,China,Chinese,2,Neuvillette,Wriothesley,,
Genshin Impact | 原神 - Raiden Ei | Beelzebul x Yae Miko | Guuji,Raiden Ei | Beelzebul x Yae Miko | Guuji,Genshin Impact | 原神,False,F / F,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Raiden Ei | Beelzebul,Yae Miko | Guuji,,
Genshin Impact | 原神 - Tartaglia | Childe x Traveler | Player Character,Tartaglia | Childe x Traveler | Player Character,Genshin Impact | 原神,False,M / Ambig,White,unspecified,False,No,ambiguous,No,China,Chinese,2,Tartaglia | Childe,Traveler | Player Character,,
Genshin Impact | 原神 - Tartaglia | Childe x Zhongli,Tartaglia | Childe x Zhongli,Genshin Impact | 原神,False,M / M,White / E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Tartaglia | Childe,Zhongli,,
Ghostbusters - Erin Gilbert x Jillian Holtzmann,Erin Gilbert x Jillian Holtzmann,Ghostbusters,False,F / F,White,str8 / gay,False,No,conflicted,No,USA,English,2,Erin Gilbert,Jillian Holtzmann,,
Girl Meets World - Maya Hart x Riley Matthews,Maya Hart x Riley Matthews,Girl Meets World,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Maya Hart,Riley Matthews,,
Glee - Blaine Anderson x Kurt Hummel,Blaine Anderson x Kurt Hummel,Glee,False,M / M,SE Asian (Multi) / White,gay,False,Yes,aligned,No,USA,English,2,Blaine Anderson,Kurt Hummel,,
Glee - Brittany S. Pierce x Santana Lopez,Brittany S. Pierce x Santana Lopez,Glee,False,F / F,White / Af Lat,bi / gay,False,Yes,aligned,No,USA,English,2,Brittany S. Pierce,Santana Lopez,,
Glee - Kurt Hummel x Noah Puckerman,Kurt Hummel x Noah Puckerman,Glee,False,M / M,White,gay / str8,False,No,conflicted,No,USA,English,2,Kurt Hummel,Noah Puckerman,,
Glee - Quinn Fabray x Rachel Berry,Quinn Fabray x Rachel Berry,Glee,False,F / F,White,bi / str8,False,No,conflicted,No,USA,English,2,Quinn Fabray,Rachel Berry,,
Glee - Quinn Fabray x Santana Lopez,Quinn Fabray x Santana Lopez,Glee,False,F / F,White / Af Lat,bi / gay,False,Yes,aligned,No,USA,English,2,Quinn Fabray,Santana Lopez,,
Glee - Rachel Berry x Santana Lopez,Rachel Berry x Santana Lopez,Glee,False,F / F,White / Af Lat,str8 / gay,False,No,conflicted,No,USA,English,2,Rachel Berry,Santana Lopez,,
Good Omens - Anthony J. Crowley & Aziraphale,Anthony J. Crowley & Aziraphale,Good Omens,False,M | Other / M,White,gay,True,gen ship,gen ship,gen ship,UK,English,2,Anthony J. Crowley,Aziraphale,,
Good Omens - Anthony J. Crowley x Aziraphale,Anthony J. Crowley x Aziraphale,Good Omens,False,M | Other / M,White,gay,False,Yes,aligned,No,UK,English,2,Anthony J. Crowley,Aziraphale,,
Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令 - Jiang Cheng | Jiang Wanyin x Lan Huan | Lan Xichen,Jiang Cheng | Jiang Wanyin x Lan Huan | Lan Xichen,Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令,False,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Jiang Cheng | Jiang Wanyin,Lan Huan | Lan Xichen,,
Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令 - Lan Zhan | Lan Wangji x Wei Ying | Wei Wuxian,Lan Zhan | Lan Wangji x Wei Ying | Wei Wuxian,Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令,False,M / M,E Asian,gay,False,Yes,aligned,No,China,Chinese,2,Lan Zhan | Lan Wangji,Wei Ying | Wei Wuxian,,
Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令 - Wang Yi Bo x Xiao Zhan | Sean Xiao,Wang Yi Bo x Xiao Zhan | Sean Xiao,Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令,True,M / M,E Asian,unspecified,False,No,ambiguous,No,China,Chinese,2,Wang Yi Bo,Xiao Zhan | Sean Xiao,,
Gravity Falls - Bill Cipher x Dipper Pines,Bill Cipher x Dipper Pines,Gravity Falls,False,M / M,N.H. / White,unspecified / str8,False,No,conflicted,No,USA,English,2,Bill Cipher,Dipper Pines,,
Gravity Falls - Mabel Pines x Pacifica Northwest,Mabel Pines x Pacifica Northwest,Gravity Falls,False,F / F,White,unspecified,False,No,ambiguous,No,USA,English,2,Mabel Pines,Pacifica Northwest,,
Grey's Anatomy Universe - Addison Montgomery x Meredith Grey,Addison Montgomery x Meredith Grey,Grey's Anatomy Universe,False,F / F,White,str8,False,No,conflicted,No,USA,English,2,Addison Montgomery,Meredith Grey,,
Grey's Anatomy Universe - Arizona Robbins x Calliope 'Callie' Torres,Arizona Robbins x Calliope 'Callie' Torres,Grey's Anatomy Universe,False,F / F,White / Latin,gay / bi,False,Yes,aligned,No,USA,English,2,Arizona Robbins,Calliope 'Callie' Torres,,
Grey's Anatomy Universe - Carina DeLuca x Maya Bishop,Carina DeLuca x Maya Bishop,Grey's Anatomy Universe,False,F / F,White,bi,False,Yes,aligned,No,USA,English,2,Carina DeLuca,Maya Bishop,,
Haikyuu!! | ハイキュー!! - Akaashi Keiji x Bokuto Koutarou,Akaashi Keiji x Bokuto Koutarou,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Akaashi Keiji,Bokuto Koutarou,,
Haikyuu!! | ハイキュー!! - Hinata Shouyou x Kageyama Tobio,Hinata Shouyou x Kageyama Tobio,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,str8 / unspecified,False,No,conflicted,No,Japan,Japanese,2,Hinata Shouyou,Kageyama Tobio,,
Haikyuu!! | ハイキュー!! - Iwaizumi Hajime x Oikawa Tooru,Iwaizumi Hajime x Oikawa Tooru,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Iwaizumi Hajime,Oikawa Tooru,,
Haikyuu!! | ハイキュー!! - Kozume Kenma x Kuroo Tetsurou,Kozume Kenma x Kuroo Tetsurou,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Kozume Kenma,Kuroo Tetsurou,,
Haikyuu!! | ハイキュー!! - Miya Atsumu x Sakusa Kiyoomi,Miya Atsumu x Sakusa Kiyoomi,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Miya Atsumu,Sakusa Kiyoomi,,
Haikyuu!! | ハイキュー!! - Sawamura Daichi x Sugawara Koushi,Sawamura Daichi x Sugawara Koushi,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,str8,False,No,conflicted,No,Japan,Japanese,2,Sawamura Daichi,Sugawara Koushi,,
Haikyuu!! | ハイキュー!! - Shimizu Kiyoko x Yachi Hitoka,Shimizu Kiyoko x Yachi Hitoka,Haikyuu!! | ハイキュー!!,False,F / F,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Shimizu Kiyoko,Yachi Hitoka,,
Haikyuu!! | ハイキュー!! - Tsukishima Kei x Yamaguchi Tadashi,Tsukishima Kei x Yamaguchi Tadashi,Haikyuu!! | ハイキュー!!,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Tsukishima Kei,Yamaguchi Tadashi,,
Hamilton - Alexander Hamilton x Elizabeth 'Eliza' Schuyler,Alexander Hamilton x Elizabeth 'Eliza' Schuyler,Hamilton,False,M / F,Latin / E Asian,str8,False,Yes,aligned,No,USA,English,2,Alexander Hamilton,Elizabeth 'Eliza' Schuyler,,
Hamilton - Alexander Hamilton x John Laurens,Alexander Hamilton x John Laurens,Hamilton,False,M / M,Latin,str8,False,No,conflicted,No,USA,English,2,Alexander Hamilton,John Laurens,,
Hamilton - Alexander Hamilton x Thomas Jefferson,Alexander Hamilton x Thomas Jefferson,Hamilton,False,M / M,Latin / Black,str8,False,No,conflicted,No,USA,English,2,Alexander Hamilton,Thomas Jefferson,,
Hamilton - Elizabeth 'Eliza' Schuyler x Maria Reynolds,Elizabeth 'Eliza' Schuyler x Maria Reynolds,Hamilton,False,F / F,E Asian / Black,str8,False,No,conflicted,No,USA,English,2,Elizabeth 'Eliza' Schuyler,Maria Reynolds,,
Hannibal - Alana Bloom x Margot Verger,Alana Bloom x Margot Verger,Hannibal,False,F / F,White,bi / gay,False,Yes,aligned,No,USA,English,2,Alana Bloom,Margot Verger,,
Hannibal - Hannibal Lecter x Will Graham,Hannibal Lecter x Will Graham,Hannibal,False,M / M,White,bi / gay,False,Yes,aligned,No,USA,English,2,Hannibal Lecter,Will Graham,,
Harry Potter Universe - Barty Crouch Jr. x Evan Rosier,Barty Crouch Jr. x Evan Rosier,Harry Potter Universe,False,M / M,White / Unknown,unspecified,False,No,ambiguous,No,UK,English,2,Barty Crouch Jr.,Evan Rosier,,
"Harry Potter Universe - Bellatrix Lestrange, née Black x Hermione Granger","Bellatrix Lestrange, née Black x Hermione Granger",Harry Potter Universe,False,F / F,White / Ambig,str8,False,No,conflicted,No,UK,English,2,"Bellatrix Lestrange, née Black",Hermione Granger,,
Harry Potter Universe - Credence Barebone x Percival Graves,Credence Barebone x Percival Graves,Harry Potter Universe,False,M / M,White,unspecified,False,No,ambiguous,No,UK,English,2,Credence Barebone,Percival Graves,,
Harry Potter Universe - Dorcas Meadowes x Marlene McKinnon,Dorcas Meadowes x Marlene McKinnon,Harry Potter Universe,False,F / F,Black / White,unspecified,False,No,ambiguous,No,UK,English,2,Dorcas Meadowes,Marlene McKinnon,,
Harry Potter Universe - Draco Malfoy x Harry Potter,Draco Malfoy x Harry Potter,Harry Potter Universe,False,M / M,White,str8,False,No,conflicted,No,UK,English,2,Draco Malfoy,Harry Potter,,
Harry Potter Universe - Draco Malfoy x Hermione Granger,Draco Malfoy x Hermione Granger,Harry Potter Universe,False,M / F,White / Ambig,str8,False,No,aligned,No,UK,English,2,Draco Malfoy,Hermione Granger,,
"Harry Potter Universe - Fleur Isabelle Weasley, née Delacour x Hermione Granger","Fleur Isabelle Weasley, née Delacour x Hermione Granger",Harry Potter Universe,False,F / F,White / Ambig,str8,False,No,conflicted,No,UK,English,2,"Fleur Isabelle Weasley, née Delacour",Hermione Granger,,
Harry Potter Universe - Ginny Weasley x Harry Potter,Ginny Weasley x Harry Potter,Harry Potter Universe,False,F / M,White,str8,False,Yes,aligned,No,UK,English,2,Ginny Weasley,Harry Potter,,
Harry Potter Universe - Ginny Weasley x Hermione Granger,Ginny Weasley x Hermione Granger,Harry Potter Universe,False,F / F,White / Ambig,str8,False,No,conflicted,No,UK,English,2,Ginny Weasley,Hermione Granger,,
Harry Potter Universe - Ginny Weasley x Luna Lovegood,Ginny Weasley x Luna Lovegood,Harry Potter Universe,False,F / F,White,str8,False,No,conflicted,No,UK,English,2,Ginny Weasley,Luna Lovegood,,
Harry Potter Universe - Harry Potter x Severus Snape,Harry Potter x Severus Snape,Harry Potter Universe,False,M / M,White,str8,False,No,conflicted,No,UK,English,2,Harry Potter,Severus Snape,,
Harry Potter Universe - Harry Potter x Tom Riddle | Voldemort,Harry Potter x Tom Riddle | Voldemort,Harry Potter Universe,False,M / M,White,str8,False,No,conflicted,No,UK,English,2,Harry Potter,Tom Riddle | Voldemort,,
Harry Potter Universe - Hermione Granger x Pansy Parkinson,Hermione Granger x Pansy Parkinson,Harry Potter Universe,False,F / F,Ambig / White,str8,False,No,conflicted,No,UK,English,2,Hermione Granger,Pansy Parkinson,,
Harry Potter Universe - Hermione Granger x Ron Weasley,Hermione Granger x Ron Weasley,Harry Potter Universe,False,F / M,Ambig / White,str8,False,Yes,aligned,No,UK,English,2,Hermione Granger,Ron Weasley,,
Harry Potter Universe - Hermione Granger x Severus Snape,Hermione Granger x Severus Snape,Harry Potter Universe,False,F / M,Ambig / White,str8,False,No,aligned,No,UK,English,2,Hermione Granger,Severus Snape,,
"Harry Potter Universe - James Potter x Lily Potter, née Evans","James Potter x Lily Potter, née Evans",Harry Potter Universe,False,M / F,White,str8,False,Yes,aligned,No,UK,English,2,James Potter,"Lily Potter, née Evans",,
Harry Potter Universe - James Potter x Regulus Black,James Potter x Regulus Black,Harry Potter Universe,False,M / M,White,str8 / unspecified,False,No,conflicted,No,UK,English,2,James Potter,Regulus Black,,
"Harry Potter Universe - Lily Potter, née Evans x Mary Macdonald","Lily Potter, née Evans x Mary Macdonald",Harry Potter Universe,False,F / F,White / Unknown,str8 / unspecified,False,No,conflicted,No,UK,English,2,"Lily Potter, née Evans",Mary Macdonald,,
"Harry Potter Universe - Lily Potter, née Evans x Pandora Lovegood","Lily Potter, née Evans x Pandora Lovegood",Harry Potter Universe,False,F / F,White,str8,False,No,conflicted,No,UK,English,2,"Lily Potter, née Evans",Pandora Lovegood,,
Harry Potter Universe - Regulus Black & Sirius Black,Regulus Black & Sirius Black,Harry Potter Universe,False,M / M,White,unspecified,True,gen ship,gen ship,gen ship,UK,English,2,Regulus Black,Sirius Black,,
Harry Potter Universe - Remus Lupin x Severus Snape,Remus Lupin x Severus Snape,Harry Potter Universe,False,M / M,White,str8,False,No,conflicted,No,UK,English,2,Remus Lupin,Severus Snape,,
Harry Potter Universe - Remus Lupin x Sirius Black,Remus Lupin x Sirius Black,Harry Potter Universe,False,M / M,White,str8 / unspecified,False,No,conflicted,No,UK,English,2,Remus Lupin,Sirius Black,,
Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド - Aoyagi Touya x Shinonome Akito,Aoyagi Touya x Shinonome Akito,Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド,False,M / M,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Aoyagi Touya,Shinonome Akito,,
Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド - Azusawa Kohane x Shiraishi An,Azusawa Kohane x Shiraishi An,Hatsune Miku / Vocaloid | 初音ミク / ボーカロイド,False,F / F,E Asian,unspecified,False,No,ambiguous,No,Japan,Japanese,2,Azusawa Kohane,Shiraishi An,,
